,university_name,program_name,tags,duration,tuition,start_date,description,state,city,world_ranking,disciplines,delivered,gpa,gre,toefl,ielts,credits,gpa_yn,university_tier_ranking,gmat_yn,ielts_yn,toefl_yn,gre_yn,fall_start_yn,spring_start_yn,summer_start_yn,desc_len,tuition_per_month
414,University of Pennsylvania,Business Analytics, M.B.A. ,24.0,81378.0,9/1/2020,business analytics program university pennsylvania designed build deep competency skills needed implement oversee data driven business decisions including collecting managing describing datasets ii forming inferences predictions data iii making optimal robust decisions,Pennsylvania,Philadelphia,11.0,Master in Business Administration (MBA),On Campus,3,Required,0.0,0.0,90.0,1,1,1,1,1,1,1,0,0,269,3390.75
416,Georgetown University,Computer Science, M.Sc. ,24.0,2139.0,1/8/2021,ms computer science program georgetown university course work thesis options lets students strengthen foundational education prepare technical careers industry prepare advanced study doctoral level,"Washington, D.C.","Washington, D. C.",102.0,Computer Sciences,On Campus,3,Required,80.0,7.0,30.0,1,2,0,1,1,1,0,1,0,197,89.12
420,University of Rhode Island,Computer Science, M.Sc. ,24.0,28292.0,9/9/2020,computer science programat university rhode island features lots flexibility course requirements specifically designed allow advisor determine best program study interests,Rhode Island,Kingston,501.0,Computer Sciences,On Campus,,Not Required,80.0,6.5,90.0,0,4,0,1,1,0,1,0,0,171,1178.83
422,Georgetown University,Computer Science, M.Sc. ,24.0,2139.0,1/8/2021,ms computer science program georgetown university course work thesis options lets students strengthen foundational education prepare technical careers industry prepare advanced study doctoral level,"Washington, D.C.","Washington, D. C.",102.0,Computer Sciences,On Campus,3,Required,80.0,7.0,30.0,1,2,0,1,1,1,0,1,0,197,89.12
426,University of Rhode Island,Computer Science, M.Sc. ,24.0,28292.0,9/9/2020,computer science programat university rhode island features lots flexibility course requirements specifically designed allow advisor determine best program study interests,Rhode Island,Kingston,501.0,Computer Sciences,On Campus,,Not Required,80.0,6.5,30.0,0,4,0,1,1,0,1,0,0,171,1178.83
429,Penn State World Campus,Applied Statistics, Master ,12.0,924.0,8/24/2020,applied statisticsfrom penn state world campusyou advance career almost field including education science technology health care government business,Pennsylvania,University Park,,Applied Mathematics,Online,3,Not Required,80.0,6.5,30.0,1,5,0,1,1,0,1,0,0,148,77.0
434,Central Connecticut State University,Mathematics - Statistics, M.A. ,24.0,12089.0,9/29/2020,department full time faculty members expertise mathematics mathematics education actuarial science statistics data mining ,Connecticut,New Britain,,Mathematics,nan,,Not Required,79.0,6.5,34.83512544802868,0,5,0,1,1,0,1,0,0,122,503.71
435,George Mason University,Computer Science, M.Sc. ,24.0,27720.0,1/21/2021,master science computer science george mason universityoffers students opportunity combine sound foundation computer science concentrated knowledge latest developments particular areas,Virginia,Fairfax,201.0,Computer Sciences,On Campus,,Not Required,88.0,7.0,30.0,0,3,0,1,1,0,0,1,0,184,1155.0
437,"University of California, Irvine (UCI)",Statistics, M.Sc. ,24.0,32828.0,9/28/2021,statistics program university california irvine uci provides foundational training theoretical underpinnings modern statistical methodologies well application methodologies real world data science problems,California,Irvine,78.0,Statistics,On Campus,,Not Required,80.0,7.0,34.0,0,2,0,1,1,0,1,0,0,205,1367.83
438,Tulane University,Statistics, M.Sc. ,12.0,22432.0,8/24/2020,master science degree statistics offered tulane university combines theory application program emphasizes rigorous coursework probability mathematical statistics addition training data analysis computational methods,Louisiana,New Orleans,301.0,Statistics,On Campus,3,Required,90.0,7.0,34.83512544802868,1,3,0,1,1,1,1,0,0,215,1869.33
439,Rutgers University,Business and Science - Quality and Reliability Engineering, Master ,12.0,1256.0,,business science quality reliability engineering program rutgers university offered cooperation statistics department prepares students specialty focusing design experiments process control reliability quality management ,New Jersey,Camden,101.0,General Engineering & Technology,On Campus,,Not Required,0.0,7.0,30.0,0,2,0,1,1,0,0,0,0,221,104.67
441,Northwestern University,Information Technology, M.Sc. ,12.0,35274.0,9/21/2021,information technology program northwestern university uniquely designed information technology professionals want improve broaden technical skills learning application business principles,Illinois,Evanston,22.0,Informatics & Information Sciences,On Campus,,Required,90.0,6.5,30.0,0,1,1,1,1,1,1,0,0,188,2939.5
442,University of Pittsburgh,Biostatistics, M.Sc. ,24.0,41714.0,,ms biostatistics university pittsburgh academic degree program students background calculus strong interest public health ,Pennsylvania,Pittsburgh,47.0,Statistics,On Campus,3,Required,100.0,7.0,30.0,1,1,0,1,1,1,0,0,0,122,1738.08
443,Icahn School of Medicine at Mount Sinai,Biostatistics, M.Sc. ,12.0,42500.0,8/12/2020,program designed prepare career data analyst applied statistician biomedical sciences ideal advanced degree choice goal work biostatistician clinical research industry setting also serves perfect stepping stone path doctoral degree biostatistics epidemiology,New York,New York City,67.0,Biology,On Campus,3,Not Required,0.0,0.0,60.0,1,2,0,1,1,0,1,0,0,258,3541.67
447,Yale University,Economics and Mathematics, M.Sc. ,12.0,43300.0,8/28/2021,economics mathematics yale university intended students strong interest mathematics economics students may pursue graduate degree economics,Connecticut,New Haven,8.0,Economics,On Campus,3,Not Required,100.0,7.0,34.83512544802868,1,1,0,1,1,0,1,0,0,139,3608.33
448,Rochester Institute of Technology,Computer Science, M.Sc. ,12.0,47522.0,8/24/2020,computer science program rochester institute technologyis designed students undergraduate degree minor computer science well strong background field computers applied engineering science business,New York,Rochester,641.0,Computer Sciences,On Campus,3,Required,88.0,6.5,34.83512544802868,1,4,0,1,1,1,1,0,0,195,3960.17
452,Teachers College at Columbia University,Learning Analytics, M.Sc. ,12.0,1768.0,6/1/2021,learning analytics degree teachers college columbia universityrequires credits coursework learning analytics methods tools theory well key background related areas cognition educational theory statistics measurement ,New York,New York City,,Business Intelligence & Analytics,On Campus,,Not Required,100.0,7.0,42.0,0,5,0,1,1,0,0,0,1,216,147.33
457,The University of Texas at Tyler,Computer Science, M.Sc. ,12.0,21102.0,,master degree obtained computer science program university texas tyler allows heighten computing expertise design implementation application computer software prepare challenging high level career opportunities,Texas,Tyler,,Computer Sciences,On Campus,3.2,Required,79.0,6.5,34.83512544802868,1,5,0,1,1,1,0,0,0,210,1758.5
462,Loyola University Chicago,Applied Statistics, M.Sc. ,12.0,1033.0,8/24/2020,small number qualified candidates field graduates loyola master science ms applied statistics program loyola university chicagoenjoy wide array career options,Illinois,Chicago,601.0,Statistics,On Campus,,Not Required,79.0,6.5,30.0,0,4,0,1,1,0,1,0,0,158,86.08
463,Texas Tech University,Marketing Research and Analytics, M.Sc. ,24.0,15251.0,,college business offering master science marketing research analytics texas tech university,Texas,Lubbock,450.0,Marketing,nan,,Not Required,79.0,6.5,30.0,0,3,0,1,1,0,0,0,0,91,635.46
464,Cornell University,Applied Statistics, Master ,12.0,58586.0,8/26/2020,one year mps program applied statistics cornell university readies students careers fields modern data analysis skills highly coveted,New York,Ithaca,13.0,Statistics,On Campus,,Not Required,100.0,7.0,30.0,0,1,0,1,1,0,1,0,0,133,4882.17
467,Texas A&M San Antonio,Computer Science, M.Sc. ,12.0,11328.0,8/22/2020,objective master science computer science program mscs texas san antonio prepare graduate students necessary knowledge skill components current computing information systems required business government academic research,Texas,San Antonio,,Computer Sciences,On Campus,,Not Required,0.0,0.0,30.0,0,5,0,1,1,0,1,0,0,220,944.0
471,University of Central Missouri,Big Data Analytics and Information Technology, M.Sc. ,12.0,627.0,5/18/2021,big data analytics information technology ms program offered cis analytics division univeristy central missouri school business administration five decades excellence cis course offerings degree programs,Missouri,Lees Summit,369.0,Technology Management,On Campus,,Not Required,79.0,6.0,30.0,0,3,0,1,1,0,0,0,1,203,52.25
472,Johns Hopkins University,Government Analytics, M.Sc. ,16.0,3175.0,8/31/2020,master science government analytics johns hopkins university prepares students become leaders data revolution,"Washington, D.C.","Washington, D. C.",11.0,International Relations,Blended,3,Not Required,100.0,7.0,34.83512544802868,1,1,0,1,1,0,1,0,0,109,198.44
475,DePaul University,Computer Science Technology, Master ,24.0,1590.0,9/9/2020,primary goal joint computer science technology program depaul university prepare students successful legal related careers industry government institutions develop innovations engage electronic commerce employ information technologies manage protect information data,Illinois,Chicago,1221.0,Computer Sciences,On Campus,3,Not Required,80.0,6.5,34.83512544802868,1,4,0,1,1,0,1,0,0,266,66.25
477,"University of California, Los Angeles (UCLA)",Applied Statistics, Master ,12.0,32374.0,9/23/2020,curriculum applied statistics program university california los angeles ucla will offer coursework brings academic rigor topics required quantitative professionals business engineering health care financial services scientific computer related industries well government non profit organizations ,California,Beverly Hills,11.0,Statistics,On Campus,3,Required,100.0,7.0,45.0,1,1,0,1,1,1,1,0,0,296,2697.83
481,Univeristy of Wisconsin - Whitewater,Computer Science, M.Sc. ,24.0,1090.0,9/4/2020,master science degree computer science prepares students leadership roles planning development testing validation maintenance software systems range applied areas students program acquire thorough understanding essential principles modern computing provide foundation new discoveries field,New York,New York City,,Computer Sciences,nan,3,Required,79.0,6.0,45.0,1,5,1,1,1,1,1,0,0,289,45.42
483,Drexel University,Computer Science, M.Sc. ,12.0,1342.0,9/21/2020,computer science program drexel university offers career oriented course work places equal emphasis theory practice prepare work cutting edge technology,Pennsylvania,Philadelphia,301.0,Computer Sciences,Online,,Required,100.0,6.5,34.83512544802868,0,3,0,1,1,1,1,0,0,152,111.83
488,Full Sail University,Business Intelligence, M.Sc. ,12.0,31000.0,9/24/2020,full sail business intelligence master science program teaches collect analyze big data better serve needs clients using technology lens focus interpretations create visual representations convey information essential number industries ,Florida,Winter Park,,Business Intelligence & Analytics,nan,3.2,Not Required,79.0,6.0,32.0,1,5,0,1,1,0,1,0,0,236,2583.33
491,DePaul University,Applied Statistics, M.Sc. ,24.0,735.0,9/9/2020,ms applied statistics depaul university emphasizes data analytics skills explores tackle problems statistical design analysis control ,Illinois,Chicago,1221.0,Statistics,On Campus,,Not Required,80.0,6.5,34.83512544802868,0,4,0,1,1,0,1,0,0,134,30.62
492,Rochester Institute of Technology,Applied Statistics, M.Sc. ,24.0,47522.0,8/24/2020,applied statistics program rochester institute technologyfocuses data mining design experiments health care applications application statistics imaging industrial environments,New York,Rochester,641.0,Computer Science & IT,Blended,,Required,79.0,6.5,60.0,0,4,0,1,1,1,1,0,0,175,1980.08
493,University of Missouri - Columbia,Computer Science, M.Sc. ,12.0,27090.0,1/21/2021,department computer science fast growing research active entity university missouri ,Missouri,Columbia,151.0,Computer Sciences,nan,,Not Required,80.0,6.5,34.83512544802868,0,2,0,1,1,0,0,1,0,84,2257.5
494,Kent State University,Computer Science, M.Sc. ,12.0,21952.0,8/27/2020,master science degree computer science kent state university provides students educational research environment develop career paths necessary training emerging technologies graduates technical knowledge skills necessary success within information high technology industries,Ohio,Kent,501.0,Computer Sciences,On Campus,2.5,Required,71.0,6.0,34.83512544802868,1,4,0,1,1,1,1,0,0,274,1829.33
499,California State University Fullerton,Information Technology (with a Concentration in IT Management), M.Sc. ,24.0,7176.0,1/19/2021,information technology management concentration helps students understand data communications telecommunications requirements necessary support managed cloud computing services learn systems development processes understand programming concepts e commerce build practical knowledge rapidly growing field cybersecurity cyberinsurance,California,Fullerton,759.0,Business Intelligence & Analytics,nan,,Not Required,0.0,0.0,30.0,0,4,0,1,1,0,0,1,0,332,299.0
500,University of Wisconsin - River Falls,Computer Science, M.Sc. ,24.0,18212.0,9/4/2020,master science computer science mscs flexible dynamic program enable professionals gain knowledge current specialized computer science topics well engage management training order fully prepared highly competitive leadership roles within industry,Wisconsin,River Falls,,Computer Sciences,nan,3,Not Required,80.0,6.5,30.0,1,5,0,1,1,0,1,0,0,246,758.83
501,University of Michigan,Computer Science and Engineering, M.Sc. ,24.0,25986.0,9/3/2021,education research entrepreneurship collaboration ultimate goal produce nurture bright minds thoughtfully guide us tomorrow addressing societal imperatives transforming world power computational approaches computer science engineering program offered university michigan,Michigan,Ann Arbor,17.0,Computer Sciences,On Campus,3,Not Required,100.0,0.0,36.0,1,1,0,1,1,0,1,0,0,270,1082.75
502,Lewis University,Computer Science, M.Sc. ,24.0,800.0,,ready push boundaries computer science create future shaping innovations lewis university online master science computer science mscs ,Illinois,Chicago,,Computer Sciences,nan,3,Not Required,79.0,6.0,32.0,1,5,0,1,1,0,0,0,0,134,33.33
